fund,company,domain,hq,sector,stage,source_url
Anthemis,Sentimoto,,,,,https://www.anthemis.com/portfolio
Anthemis,Silvur,,,,,https://www.anthemis.com/portfolio
Anthemis,Simple,,,Retail Banking & Consumer Finance,,https://www.anthemis.com/portfolio
Anthemis,SimpleClosure,,,,,https://www.anthemis.com/portfolio
Anthemis,Skuad,,,,,https://www.anthemis.com/portfolio
Anthemis,SpringBank,,,Business & Corporate Banking,,https://www.anthemis.com/portfolio
Anthemis,Stable,,,,,https://www.anthemis.com/portfolio
Anthemis,Stash,,,,,https://www.anthemis.com/portfolio
Anthemis,StepEx,,,,,https://www.anthemis.com/portfolio
Anthemis,Stoïk,,,,,https://www.anthemis.com/portfolio
Anthemis,Súper,,,,,https://www.anthemis.com/portfolio
Anthemis,Sydecar,,,Wealth & Asset Management,,https://www.anthemis.com/portfolio
Anthemis,TAINA Tech,,,,,https://www.anthemis.com/portfolio
Anthemis,Tesser,,,,,https://www.anthemis.com/portfolio
Anthemis,The Climate Corporation,,,ClimateTech,,https://www.anthemis.com/portfolio
Anthemis,Tide,,,Business & Corporate Banking,,https://www.anthemis.com/portfolio
Anthemis,Timetric,,,,,https://www.anthemis.com/portfolio
Anthemis,TreasurySpring,,,Business & Corporate Banking,,https://www.anthemis.com/portfolio
Anthemis,Tremor,,,,,https://www.anthemis.com/portfolio
Anthemis,TrueLayer,,,Payments,,https://www.anthemis.com/portfolio
Anthemis,Twice,,,,,https://www.anthemis.com/portfolio
Anthemis,Ultralight,,,,,https://www.anthemis.com/portfolio
Anthemis,Unmind,,,,,https://www.anthemis.com/portfolio
Anthemis,Upkeep,,,,,https://www.anthemis.com/portfolio
Anthemis,VERiCASH,,,,,https://www.anthemis.com/portfolio
Anthemis,Vouch,,,Insurance & Risk Management,,https://www.anthemis.com/portfolio
Anthemis,Wayhome,,,,,https://www.anthemis.com/portfolio
Anthemis,Weavr,,,Payments,,https://www.anthemis.com/portfolio
Anthemis,Wollit,,,,,https://www.anthemis.com/portfolio
Anthemis,yulife,,,Insurance & Risk Management,,https://www.anthemis.com/portfolio
Anthemis,ZyFin,,,,,https://www.anthemis.com/portfolio
Amadeus,Altana AI,,,Intelligence/Planet,,https://www.amadeuscapital.com/
Amadeus,ATMOS Space Cargo,,,Planet,,https://www.amadeuscapital.com/
Amadeus,Charco Neurotech,,,Human,,https://www.amadeuscapital.com/
Amadeus,Constructive Bio,,,Human/Planet,,https://www.amadeuscapital.com/
Amadeus,Creditas,,,Intelligence,,https://www.amadeuscapital.com/
Amadeus,Descomplica,,,Intelligence,,https://www.amadeuscapital.com/
Amadeus,Doctify,,,Human,,https://www.amadeuscapital.com/
Amadeus,enaDyne,,,Planet,,https://www.amadeuscapital.com/
Amadeus,Epoch Biodesign,,,Planet,,https://www.amadeuscapital.com/
Amadeus,Gemesys,,,Intelligence,,https://www.amadeuscapital.com/
Amadeus,Healx,,,Human,,https://www.amadeuscapital.com/
Amadeus,HyperHeat,,,Planet,,https://www.amadeuscapital.com/
Amadeus,iPronics,,,Intelligence,,https://www.amadeuscapital.com/
Amadeus,Natrox,,,Human,,https://www.amadeuscapital.com/
Amadeus,Nu Quantum,,,Intelligence,,https://www.amadeuscapital.com/
Amadeus,Nuclera,,,Human,,https://www.amadeuscapital.com/
Amadeus,OKAPI:Orbits,,,Planet,,https://www.amadeuscapital.com/
Amadeus,Ori Biotech,,,Human,,https://www.amadeuscapital.com/
Amadeus,Oxford Nanopore Technologies,,,Human,,https://www.amadeuscapital.com/
Amadeus,Paragraf,,,Planet,,https://www.amadeuscapital.com/
Amadeus,Periphery,,,Intelligence,,https://www.amadeuscapital.com/
Amadeus,PhoreMost,,,Human,,https://www.amadeuscapital.com/
Amadeus,Photonic,,,Intelligence,,https://www.amadeuscapital.com/
Amadeus,Pimloc,,,Intelligence,,https://www.amadeuscapital.com/
Amadeus,planqc,,,Intelligence,,https://www.amadeuscapital.com/
Amadeus,PolyAI,,,Intelligence,,https://www.amadeuscapital.com/
Amadeus,Quibim,,,Human,,https://www.amadeuscapital.com/
Amadeus,Recurvia,,,Intelligence,,https://www.amadeuscapital.com/
Amadeus,Refute,,,Intelligence,,https://www.amadeuscapital.com/
Amadeus,Riverlane,,,Intelligence,,https://www.amadeuscapital.com/
Amadeus,RoboK,,,Intelligence,,https://www.amadeuscapital.com/
Amadeus,Safe Intelligence,,,Intelligence,,https://www.amadeuscapital.com/
Amadeus,Secondmind,,,Intelligence,,https://www.amadeuscapital.com/
Amadeus,Sitehop,,,Intelligence,,https://www.amadeuscapital.com/
Amadeus,Slamcore,,,Intelligence,,https://www.amadeuscapital.com/
Amadeus,Sprout.ai,,,Intelligence,,https://www.amadeuscapital.com/
Amadeus,Stateful Robotics,,,Intelligence,,https://www.amadeuscapital.com/
Amadeus,Tenzo,,,Intelligence,,https://www.amadeuscapital.com/
Amadeus,UniSieve,,,Planet,,https://www.amadeuscapital.com/
Amadeus,Unlikely AI,,,Intelligence,,https://www.amadeuscapital.com/
Amadeus,V7 Labs,,,Intelligence,,https://www.amadeuscapital.com/
Amadeus,Vertus Energy,,,Planet,,https://www.amadeuscapital.com/
Amadeus,Xampla,,,Planet,,https://www.amadeuscapital.com/
Amadeus,XMOS,,,Intelligence,,https://www.amadeuscapital.com/
Amadeus,XYZ Reality,,,Intelligence,,https://www.amadeuscapital.com/
Highland Europe,Adaptyv,,,Biotech,,https://www.highlandeurope.com/
Highland Europe,hyperexponential,,,Insurtech,,https://www.highlandeurope.com/
Highland Europe,ME+EM,,,Fashion,,https://www.highlandeurope.com/
Highland Europe,EGYM,,,Fitness,,https://www.highlandeurope.com/
Highland Europe,Featurespace,,,Fraud/Risk,,https://www.highlandeurope.com/
Highland Europe,Bending Spoons,,,Software,,https://www.highlandeurope.com/
Highland Europe,Wordsmith,,,Legal tech,,https://www.highlandeurope.com/
Highland Europe,Unframe,,,AI,,https://www.highlandeurope.com/
Backed,Telemachus,,Europe,Other,Pre-Seed,https://backed.vc/portfolio
Backed,GingerControl,,USA,Other,Seed,https://backed.vc/portfolio
Backed,Keith,,UK,Other,Seed,https://backed.vc/portfolio
Backed,Novogaia,,USA,Healthtech,Pre-Seed,https://backed.vc/portfolio
Backed,OLIX,,UK,Manufacturing,Seed,https://backed.vc/portfolio
Backed,Vuelo,,Europe,Fintech,Seed,https://backed.vc/portfolio
Backed,Round Treasury,,Europe,Fintech,Seed,https://backed.vc/portfolio
Backed,General Intuition,,USA,Other,Seed,https://backed.vc/portfolio
Backed,Infinity Constellation,,USA,Other,Seed,https://backed.vc/portfolio
Backed,Aerska,,Europe,Healthtech,Seed,https://backed.vc/portfolio
Backed,Affinity Bank,,Africa,Fintech,Seed,https://backed.vc/portfolio
Backed,Zero Gravity,,USA,Blockchain,Seed,https://backed.vc/portfolio
Backed,Sensible Bio,,USA,Healthtech,Seed,https://backed.vc/portfolio
Backed,Smart Transactions,,USA,Blockchain,Seed,https://backed.vc/portfolio
Backed,Serna Bio,,USA,Healthtech,Growth,https://backed.vc/portfolio
Backed,YieldNest,,Asia,Fintech,Seed,https://backed.vc/portfolio
Backed,Travizory,,Europe,Fintech,Growth,https://backed.vc/portfolio
Backed,Etheros,,UK,Healthtech,Seed,https://backed.vc/portfolio
Backed,GETJUST,,Europe,Fintech,Seed,https://backed.vc/portfolio
Backed,Borderless,,UK,Fintech,Seed,https://backed.vc/portfolio
Backed,Magnify,,UK,Healthtech,Seed,https://backed.vc/portfolio
Backed,Dirac Software,,UK,Manufacturing,Seed,https://backed.vc/portfolio
Backed,Cytosolix,,USA,Healthtech,Seed,https://backed.vc/portfolio
Backed,Cloud Capital,,UK,Fintech,Seed,https://backed.vc/portfolio
Backed,Entropy Industrial Capital,,UK,Manufacturing,,https://backed.vc/portfolio
Backed,Pillar,,UK,Fintech,,https://backed.vc/portfolio
Backed,StarDust,,USA,Blockchain,,https://backed.vc/portfolio
Backed,Onramper,,Europe,Blockchain,Acquired,https://backed.vc/portfolio
Backed,Laguna Games,,USA,Blockchain,,https://backed.vc/portfolio
Backed,Auctor,,Asia,Blockchain,Growth,https://backed.vc/portfolio
Backed,Footium,,UK,Blockchain,Seed,https://backed.vc/portfolio
Backed,CoSyne Therapeutics,,UK,Healthtech,Seed,https://backed.vc/portfolio
Backed,BCB Group,,Europe,Blockchain,Growth,https://backed.vc/portfolio
Backed,Reya,,UK,Fintech,Seed,https://backed.vc/portfolio
Backed,Iron Bank,,Europe,Fintech,Acquired,https://backed.vc/portfolio
Backed,Peony,,UK,Other,,https://backed.vc/portfolio
Backed,Molecule,,Europe,Healthtech,Growth,https://backed.vc/portfolio
Backed,Lopay,,UK,Fintech,Seed,https://backed.vc/portfolio
Backed,CoMind,,UK,Healthtech,Growth,https://backed.vc/portfolio
Backed,Those Beyond,,,Other,Seed,https://backed.vc/portfolio
Backed,DXOS,,USA,Fintech,Seed,https://backed.vc/portfolio
Backed,Sky Mavis,,Asia,Blockchain,Unicorn,https://backed.vc/portfolio
Backed,RUKA Hair,,UK,Other,,https://backed.vc/portfolio
Backed,Nuntius Therapeutics,,UK,Healthtech,,https://backed.vc/portfolio
Backed,Dermie AI,,UK,Other,Seed,https://backed.vc/portfolio
Backed,Afrocenchix,,UK,Other,RIP,https://backed.vc/portfolio
Backed,Amenitiz,,Europe,Fintech,Growth,https://backed.vc/portfolio
Backed,unrd,,UK,Other,,https://backed.vc/portfolio
Backed,THIS,,UK,Manufacturing,Growth,https://backed.vc/portfolio
Backed,Rentify,,UK,Other,,https://backed.vc/portfolio
Backed,Octeract,,UK,Other,Seed,https://backed.vc/portfolio
Backed,Ochre-Bio,,UK,Healthtech,Growth,https://backed.vc/portfolio
Backed,Hoxton Farms,,UK,Manufacturing,Growth,https://backed.vc/portfolio
Backed,Immutable,,Australia,Blockchain,Unicorn,https://backed.vc/portfolio
Backed,Jelly,,UK,Fintech,Seed,https://backed.vc/portfolio
Backed,Fygo,,UK,Other,RIP,https://backed.vc/portfolio
Backed,Dataseat,,UK,Other,,https://backed.vc/portfolio
Backed,CALA,,Europe,Other,Seed,https://backed.vc/portfolio
Backed,Bird Buddy,,Europe,Other,Growth,https://backed.vc/portfolio
Backed,Phytoform Labs,,UK,Healthtech,,https://backed.vc/portfolio
Backed,Meatable,,Europe,Manufacturing,Growth,https://backed.vc/portfolio
Backed,Invisible Technologies,,USA,Other,Unicorn,https://backed.vc/portfolio
Backed,Foundries.io,,UK,Manufacturing,,https://backed.vc/portfolio
Backed,FabricNano,,UK,Manufacturing,Growth,https://backed.vc/portfolio
Backed,Harbr,,UK,Fintech,Growth,https://backed.vc/portfolio
Backed,Garten,,USA,Other,Acquired,https://backed.vc/portfolio
Backed,Banked,,UK,Fintech,Growth,https://backed.vc/portfolio
Backed,Optimal,,UK,Manufacturing,,https://backed.vc/portfolio
Backed,LabGenius,,UK,Healthtech,Growth,https://backed.vc/portfolio
Backed,Hutch,,UK,Other,Acquired,https://backed.vc/portfolio
Backed,Flow Engineering,,UK,Manufacturing,Seed,https://backed.vc/portfolio
Backed,Datapane,,UK,Other,RIP,https://backed.vc/portfolio
Backed,EnterpriseAlumni,,USA,Fintech,Growth,https://backed.vc/portfolio
Backed,Flexciton,,UK,Manufacturing,Seed,https://backed.vc/portfolio
Backed,Thought Machine,,UK,Fintech,Unicorn,https://backed.vc/portfolio
Backed,The Family,,UK,Other,,https://backed.vc/portfolio
Backed,Pollen,,UK,Other,,https://backed.vc/portfolio
Backed,Medal,,USA,Other,Growth,https://backed.vc/portfolio
Backed,CloudNC,,UK,Manufacturing,Growth,https://backed.vc/portfolio
Backed,Andium,,USA,Manufacturing,Growth,https://backed.vc/portfolio
Backed,Armada Interactive,,UK,Fintech,RIP,https://backed.vc/portfolio
Backed,Boiler Room,,UK,Other,Acquired,https://backed.vc/portfolio
Backed,UNMADE,,UK,Manufacturing,RIP,https://backed.vc/portfolio
Backed,Technology Will Save Us,,UK,Other,RIP,https://backed.vc/portfolio
Backed,Zaptic,,UK,Manufacturing,Acquired,https://backed.vc/portfolio
Backed,Kalo,,UK,Other,Seed,https://backed.vc/portfolio
Backed,Libertus Capital,,UK,Blockchain,,https://backed.vc/portfolio
Backed,Jukedeck,,UK,Other,RIP,https://backed.vc/portfolio
Backed,Legl,,UK,Other,Seed,https://backed.vc/portfolio
Backed,GumBug,,UK,Other,Acquired,https://backed.vc/portfolio
Backed,Dispatchr,,UK,Other,RIP,https://backed.vc/portfolio
Backed,Bidvine,,UK,Other,Acquired,https://backed.vc/portfolio
Moonfire,AgentBay,,,Commerce/AI,Early,https://www.moonfire.com/portfolio
Moonfire,All Gravy,,,Fintech/Gig Work,Early,https://www.moonfire.com/portfolio
Moonfire,Ambral,,,AI/Sales,Early,https://www.moonfire.com/portfolio
Moonfire,Amihan Entertainment,,,Gaming/Web3,Early,https://www.moonfire.com/portfolio
Moonfire,Artifact,,,Hardware/AI,Early,https://www.moonfire.com/portfolio
Moonfire,Awell,,,Healthcare/Automation,Early,https://www.moonfire.com/portfolio
Moonfire,Bloom,,,Mobile/No-Code,Early,https://www.moonfire.com/portfolio
Moonfire,Bound,,,Fintech/FX,Early,https://www.moonfire.com/portfolio
Moonfire,Brainboard,,,Infrastructure,Early,https://www.moonfire.com/portfolio
Moonfire,Brightwave,,,Fintech/Analytics,Early,https://www.moonfire.com/portfolio
Moonfire,Calliper,,,Data Analytics,Early,https://www.moonfire.com/portfolio
Moonfire,Claimer,,,Tax/Automation,Early,https://www.moonfire.com/portfolio
Moonfire,Conductor Quantum,,,Quantum Computing,Early,https://www.moonfire.com/portfolio
Moonfire,Decisional AI,,,Finance/Analytics,Early,https://www.moonfire.com/portfolio
Moonfire,Ember Sword,,,Gaming/Social,Early,https://www.moonfire.com/portfolio
Moonfire,Equify,,,HR/Equity,Early,https://www.moonfire.com/portfolio
Moonfire,Faculty,,,Enterprise/AI,Early,https://www.moonfire.com/portfolio
Moonfire,Filigran,,,Cybersecurity,Early,https://www.moonfire.com/portfolio
Moonfire,Flagright,,,Fintech/Compliance,Early,https://www.moonfire.com/portfolio
Moonfire,Fleet,,,Infrastructure/Telemetry,Early,https://www.moonfire.com/portfolio
Moonfire,FlexionAI,,,Robotics/AI,Early,https://www.moonfire.com/portfolio
Moonfire,FlowAI,,,AI Evaluation,Early,https://www.moonfire.com/portfolio
Moonfire,ForeAI,,,Testing/Automation,Early,https://www.moonfire.com/portfolio
Moonfire,Goals,,,Gaming,Early,https://www.moonfire.com/portfolio
Moonfire,Grasp,,,EdTech,Early,https://www.moonfire.com/portfolio
Moonfire,Haydn,,,Finance/Automation,Early,https://www.moonfire.com/portfolio
Moonfire,HealthTech,,,Healthcare,Early,https://www.moonfire.com/portfolio
Moonfire,Pento,,,HR/Payroll,Early,https://www.moonfire.com/portfolio
Moonfire,HiPeople,,,HR/Recruiting,Early,https://www.moonfire.com/portfolio
Moonfire,Homerun,,,HR/Recruiting,Early,https://www.moonfire.com/portfolio
Moonfire,Humaans,,,HR/Onboarding,Early,https://www.moonfire.com/portfolio
Moonfire,IceGuard,,,Cybersecurity,Early,https://www.moonfire.com/portfolio
Moonfire,Immortal Game,,,Gaming/Web3,Early,https://www.moonfire.com/portfolio
Moonfire,Inversion Semiconductor,,,Semiconductor,Early,https://www.moonfire.com/portfolio
Moonfire,Kernel,,,RevOps/AI,Early,https://www.moonfire.com/portfolio
Moonfire,Landmark,,,Gaming,Early,https://www.moonfire.com/portfolio
Moonfire,Latitude,,,Analytics/BI,Early,https://www.moonfire.com/portfolio
Moonfire,Levro,,,Fintech/Banking,Early,https://www.moonfire.com/portfolio
Moonfire,Lightdash,,,Analytics/BI,Early,https://www.moonfire.com/portfolio
Moonfire,LingoLabs,,,Localization/AI,Early,https://www.moonfire.com/portfolio
Moonfire,Liveflow,,,Finance/AI,Early,https://www.moonfire.com/portfolio
Moonfire,Maihem,,,AI Testing,Early,https://www.moonfire.com/portfolio
Moonfire,Mastra,,,AI/Framework,Early,https://www.moonfire.com/portfolio
Moonfire,Mindstone,,,EdTech,Early,https://www.moonfire.com/portfolio
Moonfire,Mokn,,,Cybersecurity,Early,https://www.moonfire.com/portfolio
Moonfire,Nuephonic,,,AI/Voice,Early,https://www.moonfire.com/portfolio
Moonfire,Oliva,,,Healthcare/Mental Health,Early,https://www.moonfire.com/portfolio
Moonfire,Orchestra,,,Data/Orchestration,Early,https://www.moonfire.com/portfolio
Moonfire,Pharosyn,,,Pharma/AI,Early,https://www.moonfire.com/portfolio
Moonfire,Platus,,,Legal Tech/AI,Early,https://www.moonfire.com/portfolio
Moonfire,Pythagora AI,,,Dev Tools/AI,Early,https://www.moonfire.com/portfolio
Moonfire,QFEX,,,Fintech/Trading,Early,https://www.moonfire.com/portfolio
Moonfire,Quest Portal,,,Gaming,Early,https://www.moonfire.com/portfolio
Moonfire,Reliant,,,Knowledge/LLMs,Early,https://www.moonfire.com/portfolio
Moonfire,ResPaid,,,Finance/Collections,Early,https://www.moonfire.com/portfolio
Moonfire,Revyze,,,EdTech,Early,https://www.moonfire.com/portfolio
Moonfire,Scriptic,,,Gaming,Early,https://www.moonfire.com/portfolio
Moonfire,Sesame Labs,,,Gaming/Web3,Early,https://www.moonfire.com/portfolio
Moonfire,SigmaOS,,,Productivity,Early,https://www.moonfire.com/portfolio
Moonfire,Skippr,,,Design/AI,Early,https://www.moonfire.com/portfolio
Moonfire,Sonia,,,Mental Health/AI,Early,https://www.moonfire.com/portfolio
Moonfire,Sparkles,,,DevOps/Deployment,Early,https://www.moonfire.com/portfolio
Moonfire,StackAuth,,,Authentication,Early,https://www.moonfire.com/portfolio
Moonfire,StackSync,,,Integration/CRM,Early,https://www.moonfire.com/portfolio
Moonfire,Stanhope AI,,,AI/Inference,Early,https://www.moonfire.com/portfolio
Moonfire,StellarSleep,,,Healthcare,Early,https://www.moonfire.com/portfolio
Moonfire,Tacter,,,Gaming,Early,https://www.moonfire.com/portfolio
Moonfire,Trainloop,,,ML/LLMs,Early,https://www.moonfire.com/portfolio
Moonfire,Trickest,,,Cybersecurity,Early,https://www.moonfire.com/portfolio
Moonfire,Uncommon Therapeutics,,,Biotech,Early,https://www.moonfire.com/portfolio
Moonfire,Wayline,,,Proptech/AI,Early,https://www.moonfire.com/portfolio
Moonfire,Weave,,,Engineering Analytics,Early,https://www.moonfire.com/portfolio
Moonfire,White Circle,,,AI/Production,Early,https://www.moonfire.com/portfolio
Moonfire,Ziggiz,,,Security/Infrastructure,Early,https://www.moonfire.com/portfolio
Moonfire,Accurx,,,,Exited (prior),https://www.moonfire.com/portfolio
Moonfire,Climate Corp,,,,Exited (prior),https://www.moonfire.com/portfolio
Moonfire,Klarna,,,,Exited (prior),https://www.moonfire.com/portfolio
Moonfire,Peakon,,,,Exited (prior),https://www.moonfire.com/portfolio
Moonfire,StarkWare,,,,Exited (prior),https://www.moonfire.com/portfolio
Moonfire,Supercell,,,,Exited (prior),https://www.moonfire.com/portfolio
